agent_type,subject_ID,modelrun_ID,game_name,game_level,episode_number,event_name,count
DDQN,NA,NA,aliens,3,30,"('ENDOFSCREEN', 'avatar')",9
DDQN,NA,NA,aliens,3,30,"('alienGreen', 'bomb')",17
DDQN,NA,NA,aliens,3,30,"('ENDOFSCREEN', 'bomb')",11
DDQN,NA,NA,aliens,3,30,"('ENDOFSCREEN', 'alienGreen')",5
DDQN,NA,NA,aliens,3,30,"('alienGreen', 'sam')",4
DDQN,NA,NA,aliens,3,30,"('base', 'bomb')",1
DDQN,NA,NA,aliens,3,30,"('bomb', 'sam')",2
DDQN,NA,NA,aliens,3,30,"('avatar', 'bomb')",1
DDQN,NA,NA,aliens,3,31,"('alienGreen', 'portalFast')",117
DDQN,NA,NA,aliens,3,31,"('avatar', 'sam')",17
DDQN,NA,NA,aliens,3,31,"('ENDOFSCREEN', 'sam')",17
DDQN,NA,NA,aliens,3,31,"('alienGreen', 'bomb')",28
DDQN,NA,NA,aliens,3,31,"('ENDOFSCREEN', 'avatar')",2
DDQN,NA,NA,aliens,3,31,"('ENDOFSCREEN', 'bomb')",16
DDQN,NA,NA,aliens,3,31,"('alienGreen', 'sam')",6
DDQN,NA,NA,aliens,3,31,"('base', 'bomb')",2
