agent_type,subject_ID,modelrun_ID,game_name,game_level,episode_number,event_name,count
DDQN,NA,NA,aliens,0,4,"('avatar', 'sam')",23
DDQN,NA,NA,aliens,0,4,"('base', 'sam')",9
DDQN,NA,NA,aliens,0,4,"('alienBlue', 'bomb')",63
DDQN,NA,NA,aliens,0,4,"('base', 'bomb')",19
DDQN,NA,NA,aliens,0,4,"('ENDOFSCREEN', 'sam')",14
DDQN,NA,NA,aliens,0,4,"('alienBlue', 'sam')",7
DDQN,NA,NA,aliens,0,4,"('ENDOFSCREEN', 'avatar')",77
DDQN,NA,NA,aliens,0,4,"('ENDOFSCREEN', 'alienBlue')",24
DDQN,NA,NA,aliens,0,4,"('ENDOFSCREEN', 'bomb')",17
DDQN,NA,NA,aliens,0,4,"('alienBlue', 'base')",5
DDQN,NA,NA,aliens,0,4,"('avatar', 'bomb')",1
DDQN,NA,NA,aliens,0,5,"('alienBlue', 'portalSlow')",150
DDQN,NA,NA,aliens,0,5,"('alienBlue', 'bomb')",128
DDQN,NA,NA,aliens,0,5,"('avatar', 'sam')",46
DDQN,NA,NA,aliens,0,5,"('base', 'bomb')",37
DDQN,NA,NA,aliens,0,5,"('base', 'sam')",2
DDQN,NA,NA,aliens,0,5,"('ENDOFSCREEN', 'avatar')",190
DDQN,NA,NA,aliens,0,5,"('ENDOFSCREEN', 'bomb')",54
DDQN,NA,NA,aliens,0,5,"('ENDOFSCREEN', 'sam')",43
DDQN,NA,NA,aliens,0,5,"('ENDOFSCREEN', 'alienBlue')",76
DDQN,NA,NA,aliens,0,5,"('alienBlue', 'sam')",13
DDQN,NA,NA,aliens,0,5,"('alienBlue', 'base')",3
DDQN,NA,NA,aliens,0,5,"('bomb', 'sam')",2
DDQN,NA,NA,aliens,0,5,"('avatar', 'bomb')",1
DDQN,NA,NA,aliens,0,6,"('alienBlue', 'portalSlow')",150
DDQN,NA,NA,aliens,0,6,"('avatar', 'sam')",21
DDQN,NA,NA,aliens,0,6,"('base', 'sam')",8
DDQN,NA,NA,aliens,0,6,"('ENDOFSCREEN', 'sam')",13
DDQN,NA,NA,aliens,0,6,"('alienBlue', 'bomb')",74
DDQN,NA,NA,aliens,0,6,"('ENDOFSCREEN', 'bomb')",18
DDQN,NA,NA,aliens,0,6,"('ENDOFSCREEN', 'avatar')",61
DDQN,NA,NA,aliens,0,6,"('ENDOFSCREEN', 'alienBlue')",33
DDQN,NA,NA,aliens,0,6,"('alienBlue', 'sam')",2
DDQN,NA,NA,aliens,0,6,"('base', 'bomb')",24
DDQN,NA,NA,aliens,0,6,"('alienBlue', 'base')",6
DDQN,NA,NA,aliens,0,6,"('avatar', 'bomb')",1
DDQN,NA,NA,aliens,0,7,"('alienBlue', 'portalSlow')",143
DDQN,NA,NA,aliens,0,7,"('avatar', 'sam')",22
DDQN,NA,NA,aliens,0,7,"('base', 'sam')",6
DDQN,NA,NA,aliens,0,7,"('alienBlue', 'bomb')",69
DDQN,NA,NA,aliens,0,7,"('base', 'bomb')",24
DDQN,NA,NA,aliens,0,7,"('ENDOFSCREEN', 'sam')",15
DDQN,NA,NA,aliens,0,7,"('ENDOFSCREEN', 'avatar')",68
DDQN,NA,NA,aliens,0,7,"('alienBlue', 'sam')",6
DDQN,NA,NA,aliens,0,7,"('ENDOFSCREEN', 'alienBlue')",32
DDQN,NA,NA,aliens,0,7,"('ENDOFSCREEN', 'bomb')",18
DDQN,NA,NA,aliens,0,7,"('bomb', 'sam')",2
DDQN,NA,NA,aliens,0,7,"('avatar', 'bomb')",1
DDQN,NA,NA,aliens,0,8,"('alienBlue', 'portalSlow')",136
DDQN,NA,NA,aliens,0,8,"('avatar', 'sam')",99
DDQN,NA,NA,aliens,0,8,"('base', 'sam')",5
DDQN,NA,NA,aliens,0,8,"('alienBlue', 'bomb')",148
DDQN,NA,NA,aliens,0,8,"('base', 'bomb')",31
DDQN,NA,NA,aliens,0,8,"('ENDOFSCREEN', 'sam')",93
DDQN,NA,NA,aliens,0,8,"('ENDOFSCREEN', 'avatar')",220
DDQN,NA,NA,aliens,0,8,"('ENDOFSCREEN', 'alienBlue')",84
DDQN,NA,NA,aliens,0,8,"('alienBlue', 'sam')",18
DDQN,NA,NA,aliens,0,8,"('ENDOFSCREEN', 'bomb')",82
DDQN,NA,NA,aliens,0,8,"('alienBlue', 'base')",1
DDQN,NA,NA,aliens,0,8,"('alienBlue', 'avatar')",1
DDQN,NA,NA,aliens,0,9,"('avatar', 'sam')",44
DDQN,NA,NA,aliens,0,9,"('alienBlue', 'portalSlow')",129
DDQN,NA,NA,aliens,0,9,"('base', 'sam')",6
DDQN,NA,NA,aliens,0,9,"('ENDOFSCREEN', 'sam')",38
DDQN,NA,NA,aliens,0,9,"('ENDOFSCREEN', 'avatar')",152
DDQN,NA,NA,aliens,0,9,"('alienBlue', 'bomb')",93
DDQN,NA,NA,aliens,0,9,"('alienBlue', 'sam')",14
DDQN,NA,NA,aliens,0,9,"('ENDOFSCREEN', 'alienBlue')",66
DDQN,NA,NA,aliens,0,9,"('base', 'bomb')",29
DDQN,NA,NA,aliens,0,9,"('ENDOFSCREEN', 'bomb')",41
DDQN,NA,NA,aliens,0,9,"('alienBlue', 'base')",4
DDQN,NA,NA,aliens,0,9,"('bomb', 'sam')",1
DDQN,NA,NA,aliens,0,9,"('avatar', 'bomb')",1
DDQN,NA,NA,aliens,0,10,"('alienBlue', 'portalSlow')",122
DDQN,NA,NA,aliens,0,10,"('avatar', 'sam')",37
DDQN,NA,NA,aliens,0,10,"('base', 'sam')",4
DDQN,NA,NA,aliens,0,10,"('ENDOFSCREEN', 'sam')",32
DDQN,NA,NA,aliens,0,10,"('alienBlue', 'bomb')",50
DDQN,NA,NA,aliens,0,10,"('base', 'bomb')",25
DDQN,NA,NA,aliens,0,10,"('ENDOFSCREEN', 'avatar')",109
DDQN,NA,NA,aliens,0,10,"('ENDOFSCREEN', 'alienBlue')",35
DDQN,NA,NA,aliens,0,10,"('alienBlue', 'sam')",16
DDQN,NA,NA,aliens,0,10,"('ENDOFSCREEN', 'bomb')",19
DDQN,NA,NA,aliens,0,10,"('alienBlue', 'base')",5
DDQN,NA,NA,aliens,0,10,"('bomb', 'sam')",1
DDQN,NA,NA,aliens,0,10,"('avatar', 'bomb')",1
DDQN,NA,NA,aliens,0,11,"('alienBlue', 'portalSlow')",143
DDQN,NA,NA,aliens,0,11,"('avatar', 'sam')",46
DDQN,NA,NA,aliens,0,11,"('base', 'sam')",7
DDQN,NA,NA,aliens,0,11,"('alienBlue', 'bomb')",120
DDQN,NA,NA,aliens,0,11,"('base', 'bomb')",29
DDQN,NA,NA,aliens,0,11,"('ENDOFSCREEN', 'sam')",38
DDQN,NA,NA,aliens,0,11,"('ENDOFSCREEN', 'bomb')",63
DDQN,NA,NA,aliens,0,11,"('ENDOFSCREEN', 'alienBlue')",93
DDQN,NA,NA,aliens,0,11,"('ENDOFSCREEN', 'avatar')",174
DDQN,NA,NA,aliens,0,11,"('alienBlue', 'sam')",12
DDQN,NA,NA,aliens,0,11,"('alienBlue', 'base')",4
DDQN,NA,NA,aliens,0,11,"('bomb', 'sam')",2
DDQN,NA,NA,aliens,0,11,"('avatar', 'bomb')",1
DDQN,NA,NA,aliens,0,12,"('alienBlue', 'portalSlow')",136
DDQN,NA,NA,aliens,0,12,"('avatar', 'sam')",34
DDQN,NA,NA,aliens,0,12,"('base', 'sam')",2
DDQN,NA,NA,aliens,0,12,"('ENDOFSCREEN', 'avatar')",118
DDQN,NA,NA,aliens,0,12,"('ENDOFSCREEN', 'sam')",32
DDQN,NA,NA,aliens,0,12,"('alienBlue', 'bomb')",44
DDQN,NA,NA,aliens,0,12,"('base', 'bomb')",24
DDQN,NA,NA,aliens,0,12,"('alienBlue', 'sam')",13
DDQN,NA,NA,aliens,0,12,"('ENDOFSCREEN', 'alienBlue')",31
DDQN,NA,NA,aliens,0,12,"('alienBlue', 'base')",2
DDQN,NA,NA,aliens,0,12,"('ENDOFSCREEN', 'bomb')",15
DDQN,NA,NA,aliens,0,12,"('bomb', 'sam')",1
DDQN,NA,NA,aliens,0,12,"('avatar', 'bomb')",1
DDQN,NA,NA,aliens,0,13,"('alienBlue', 'portalSlow')",143
DDQN,NA,NA,aliens,0,13,"('avatar', 'sam')",34
DDQN,NA,NA,aliens,0,13,"('base', 'sam')",4
DDQN,NA,NA,aliens,0,13,"('ENDOFSCREEN', 'avatar')",165
DDQN,NA,NA,aliens,0,13,"('ENDOFSCREEN', 'sam')",30
DDQN,NA,NA,aliens,0,13,"('alienBlue', 'bomb')",122
DDQN,NA,NA,aliens,0,13,"('base', 'bomb')",30
DDQN,NA,NA,aliens,0,13,"('ENDOFSCREEN', 'alienBlue')",59
DDQN,NA,NA,aliens,0,13,"('ENDOFSCREEN', 'bomb')",54
DDQN,NA,NA,aliens,0,13,"('alienBlue', 'sam')",13
DDQN,NA,NA,aliens,0,13,"('alienBlue', 'base')",4
DDQN,NA,NA,aliens,0,13,"('avatar', 'bomb')",1
DDQN,NA,NA,aliens,0,14,"('alienBlue', 'portalSlow')",84
DDQN,NA,NA,aliens,0,14,"('avatar', 'sam')",12
DDQN,NA,NA,aliens,0,14,"('base', 'sam')",4
DDQN,NA,NA,aliens,0,14,"('ENDOFSCREEN', 'sam')",8
DDQN,NA,NA,aliens,0,14,"('ENDOFSCREEN', 'avatar')",27
DDQN,NA,NA,aliens,0,14,"('alienBlue', 'bomb')",17
DDQN,NA,NA,aliens,0,14,"('ENDOFSCREEN', 'bomb')",2
DDQN,NA,NA,aliens,0,14,"('base', 'bomb')",10
DDQN,NA,NA,aliens,0,14,"('alienBlue', 'sam')",4
DDQN,NA,NA,aliens,0,14,"('ENDOFSCREEN', 'alienBlue')",4
DDQN,NA,NA,aliens,0,14,"('bomb', 'sam')",1
DDQN,NA,NA,aliens,0,14,"('avatar', 'bomb')",1
DDQN,NA,NA,aliens,0,15,"('alienBlue', 'portalSlow')",143
DDQN,NA,NA,aliens,0,15,"('avatar', 'sam')",30
DDQN,NA,NA,aliens,0,15,"('base', 'sam')",5
DDQN,NA,NA,aliens,0,15,"('ENDOFSCREEN', 'sam')",24
DDQN,NA,NA,aliens,0,15,"('alienBlue', 'bomb')",51
DDQN,NA,NA,aliens,0,15,"('base', 'bomb')",26
DDQN,NA,NA,aliens,0,15,"('ENDOFSCREEN', 'avatar')",113
DDQN,NA,NA,aliens,0,15,"('ENDOFSCREEN', 'bomb')",19
DDQN,NA,NA,aliens,0,15,"('ENDOFSCREEN', 'alienBlue')",39
DDQN,NA,NA,aliens,0,15,"('alienBlue', 'sam')",10
DDQN,NA,NA,aliens,0,15,"('alienBlue', 'base')",4
DDQN,NA,NA,aliens,0,15,"('bomb', 'sam')",2
DDQN,NA,NA,aliens,0,15,"('avatar', 'bomb')",1
DDQN,NA,NA,aliens,0,16,"('alienBlue', 'portalSlow')",150
DDQN,NA,NA,aliens,0,16,"('avatar', 'sam')",21
DDQN,NA,NA,aliens,0,16,"('base', 'sam')",5
DDQN,NA,NA,aliens,0,16,"('alienBlue', 'bomb')",89
DDQN,NA,NA,aliens,0,16,"('ENDOFSCREEN', 'sam')",15
DDQN,NA,NA,aliens,0,16,"('base', 'bomb')",26
DDQN,NA,NA,aliens,0,16,"('ENDOFSCREEN', 'avatar')",117
DDQN,NA,NA,aliens,0,16,"('ENDOFSCREEN', 'bomb')",37
DDQN,NA,NA,aliens,0,16,"('ENDOFSCREEN', 'alienBlue')",38
DDQN,NA,NA,aliens,0,16,"('alienBlue', 'sam')",5
DDQN,NA,NA,aliens,0,16,"('alienBlue', 'base')",4
DDQN,NA,NA,aliens,0,16,"('bomb', 'sam')",2
DDQN,NA,NA,aliens,0,16,"('avatar', 'bomb')",1
DDQN,NA,NA,aliens,0,17,"('alienBlue', 'portalSlow')",117
DDQN,NA,NA,aliens,0,17,"('avatar', 'sam')",14
DDQN,NA,NA,aliens,0,17,"('base', 'sam')",5
DDQN,NA,NA,aliens,0,17,"('alienBlue', 'bomb')",33
DDQN,NA,NA,aliens,0,17,"('ENDOFSCREEN', 'sam')",9
DDQN,NA,NA,aliens,0,17,"('ENDOFSCREEN', 'avatar')",58
DDQN,NA,NA,aliens,0,17,"('base', 'bomb')",12
DDQN,NA,NA,aliens,0,17,"('ENDOFSCREEN', 'bomb')",9
DDQN,NA,NA,aliens,0,17,"('ENDOFSCREEN', 'alienBlue')",13
DDQN,NA,NA,aliens,0,17,"('alienBlue', 'base')",4
DDQN,NA,NA,aliens,0,17,"('bomb', 'sam')",1
DDQN,NA,NA,aliens,0,17,"('avatar', 'bomb')",1
DDQN,NA,NA,aliens,0,18,"('alienBlue', 'portalSlow')",118
DDQN,NA,NA,aliens,0,18,"('avatar', 'sam')",10
DDQN,NA,NA,aliens,0,18,"('base', 'sam')",3
DDQN,NA,NA,aliens,0,18,"('ENDOFSCREEN', 'avatar')",38
DDQN,NA,NA,aliens,0,18,"('alienBlue', 'bomb')",27
DDQN,NA,NA,aliens,0,18,"('base', 'bomb')",15
DDQN,NA,NA,aliens,0,18,"('ENDOFSCREEN', 'sam')",7
DDQN,NA,NA,aliens,0,18,"('ENDOFSCREEN', 'alienBlue')",10
DDQN,NA,NA,aliens,0,18,"('ENDOFSCREEN', 'bomb')",5
DDQN,NA,NA,aliens,0,18,"('alienBlue', 'sam')",3
DDQN,NA,NA,aliens,0,18,"('alienBlue', 'base')",5
DDQN,NA,NA,aliens,0,18,"('bomb', 'sam')",1
DDQN,NA,NA,aliens,0,18,"('avatar', 'bomb')",1
DDQN,NA,NA,aliens,0,19,"('alienBlue', 'portalSlow')",157
DDQN,NA,NA,aliens,0,19,"('avatar', 'sam')",15
DDQN,NA,NA,aliens,0,19,"('base', 'sam')",3
DDQN,NA,NA,aliens,0,19,"('ENDOFSCREEN', 'avatar')",90
DDQN,NA,NA,aliens,0,19,"('alienBlue', 'bomb')",68
DDQN,NA,NA,aliens,0,19,"('base', 'bomb')",27
DDQN,NA,NA,aliens,0,19,"('ENDOFSCREEN', 'sam')",12
DDQN,NA,NA,aliens,0,19,"('ENDOFSCREEN', 'alienBlue')",28
DDQN,NA,NA,aliens,0,19,"('ENDOFSCREEN', 'bomb')",14
DDQN,NA,NA,aliens,0,19,"('alienBlue', 'sam')",4
DDQN,NA,NA,aliens,0,19,"('alienBlue', 'base')",3
DDQN,NA,NA,aliens,0,19,"('bomb', 'sam')",1
DDQN,NA,NA,aliens,0,19,"('avatar', 'bomb')",1
DDQN,NA,NA,aliens,0,20,"('alienBlue', 'portalSlow')",157
DDQN,NA,NA,aliens,0,20,"('avatar', 'sam')",20
DDQN,NA,NA,aliens,0,20,"('base', 'sam')",3
DDQN,NA,NA,aliens,0,20,"('ENDOFSCREEN', 'avatar')",188
DDQN,NA,NA,aliens,0,20,"('ENDOFSCREEN', 'sam')",17
DDQN,NA,NA,aliens,0,20,"('alienBlue', 'bomb')",131
DDQN,NA,NA,aliens,0,20,"('base', 'bomb')",36
DDQN,NA,NA,aliens,0,20,"('ENDOFSCREEN', 'bomb')",43
DDQN,NA,NA,aliens,0,20,"('ENDOFSCREEN', 'alienBlue')",70
DDQN,NA,NA,aliens,0,20,"('alienBlue', 'base')",3
DDQN,NA,NA,aliens,0,20,"('alienBlue', 'sam')",5
DDQN,NA,NA,aliens,0,20,"('avatar', 'bomb')",1
DDQN,NA,NA,aliens,0,21,"('alienBlue', 'portalSlow')",144
DDQN,NA,NA,aliens,0,21,"('avatar', 'sam')",17
DDQN,NA,NA,aliens,0,21,"('base', 'sam')",2
DDQN,NA,NA,aliens,0,21,"('ENDOFSCREEN', 'avatar')",50
DDQN,NA,NA,aliens,0,21,"('ENDOFSCREEN', 'sam')",14
DDQN,NA,NA,aliens,0,21,"('alienBlue', 'bomb')",37
DDQN,NA,NA,aliens,0,21,"('base', 'bomb')",14
DDQN,NA,NA,aliens,0,21,"('ENDOFSCREEN', 'bomb')",14
DDQN,NA,NA,aliens,0,21,"('ENDOFSCREEN', 'alienBlue')",17
DDQN,NA,NA,aliens,0,21,"('alienBlue', 'sam')",1
DDQN,NA,NA,aliens,0,21,"('alienBlue', 'base')",3
DDQN,NA,NA,aliens,0,21,"('bomb', 'sam')",2
DDQN,NA,NA,aliens,0,21,"('avatar', 'bomb')",1
DDQN,NA,NA,aliens,0,22,"('avatar', 'sam')",35
DDQN,NA,NA,aliens,0,22,"('alienBlue', 'portalSlow')",157
DDQN,NA,NA,aliens,0,22,"('base', 'sam')",6
DDQN,NA,NA,aliens,0,22,"('ENDOFSCREEN', 'sam')",29
DDQN,NA,NA,aliens,0,22,"('ENDOFSCREEN', 'avatar')",90
DDQN,NA,NA,aliens,0,22,"('alienBlue', 'bomb')",105
DDQN,NA,NA,aliens,0,22,"('base', 'bomb')",26
DDQN,NA,NA,aliens,0,22,"('ENDOFSCREEN', 'alienBlue')",50
DDQN,NA,NA,aliens,0,22,"('ENDOFSCREEN', 'bomb')",36
DDQN,NA,NA,aliens,0,22,"('alienBlue', 'base')",6
DDQN,NA,NA,aliens,0,22,"('alienBlue', 'sam')",7
DDQN,NA,NA,aliens,0,22,"('bomb', 'sam')",2
DDQN,NA,NA,aliens,0,22,"('avatar', 'bomb')",1
DDQN,NA,NA,aliens,0,23,"('avatar', 'sam')",31
DDQN,NA,NA,aliens,0,23,"('alienBlue', 'portalSlow')",157
DDQN,NA,NA,aliens,0,23,"('base', 'sam')",5
DDQN,NA,NA,aliens,0,23,"('ENDOFSCREEN', 'sam')",25
DDQN,NA,NA,aliens,0,23,"('ENDOFSCREEN', 'avatar')",59
DDQN,NA,NA,aliens,0,23,"('alienBlue', 'bomb')",87
DDQN,NA,NA,aliens,0,23,"('base', 'bomb')",27
DDQN,NA,NA,aliens,0,23,"('ENDOFSCREEN', 'alienBlue')",43
DDQN,NA,NA,aliens,0,23,"('ENDOFSCREEN', 'bomb')",35
DDQN,NA,NA,aliens,0,23,"('alienBlue', 'sam')",9
DDQN,NA,NA,aliens,0,23,"('alienBlue', 'base')",5
DDQN,NA,NA,aliens,0,23,"('bomb', 'sam')",1
DDQN,NA,NA,aliens,0,23,"('avatar', 'bomb')",1
DDQN,NA,NA,aliens,0,24,"('avatar', 'sam')",21
DDQN,NA,NA,aliens,0,24,"('alienBlue', 'portalSlow')",97
DDQN,NA,NA,aliens,0,24,"('base', 'sam')",9
DDQN,NA,NA,aliens,0,24,"('alienBlue', 'bomb')",17
DDQN,NA,NA,aliens,0,24,"('ENDOFSCREEN', 'sam')",12
DDQN,NA,NA,aliens,0,24,"('base', 'bomb')",6
DDQN,NA,NA,aliens,0,24,"('ENDOFSCREEN', 'bomb')",6
DDQN,NA,NA,aliens,0,24,"('alienBlue', 'sam')",1
DDQN,NA,NA,aliens,0,24,"('ENDOFSCREEN', 'avatar')",21
DDQN,NA,NA,aliens,0,24,"('ENDOFSCREEN', 'alienBlue')",9
DDQN,NA,NA,aliens,0,24,"('alienBlue', 'base')",5
DDQN,NA,NA,aliens,0,24,"('avatar', 'bomb')",1
DDQN,NA,NA,aliens,0,25,"('avatar', 'sam')",62
DDQN,NA,NA,aliens,0,25,"('alienBlue', 'portalSlow')",157
DDQN,NA,NA,aliens,0,25,"('base', 'sam')",9
DDQN,NA,NA,aliens,0,25,"('ENDOFSCREEN', 'sam')",53
DDQN,NA,NA,aliens,0,25,"('alienBlue', 'bomb')",159
DDQN,NA,NA,aliens,0,25,"('base', 'bomb')",30
DDQN,NA,NA,aliens,0,25,"('ENDOFSCREEN', 'avatar')",244
DDQN,NA,NA,aliens,0,25,"('ENDOFSCREEN', 'alienBlue')",122
DDQN,NA,NA,aliens,0,25,"('ENDOFSCREEN', 'bomb')",88
DDQN,NA,NA,aliens,0,25,"('alienBlue', 'base')",3
DDQN,NA,NA,aliens,0,25,"('alienBlue', 'sam')",15
DDQN,NA,NA,aliens,0,25,"('alienBlue', 'avatar')",1
DDQN,NA,NA,aliens,0,26,"('alienBlue', 'portalSlow')",150
DDQN,NA,NA,aliens,0,26,"('avatar', 'sam')",54
DDQN,NA,NA,aliens,0,26,"('ENDOFSCREEN', 'sam')",54
DDQN,NA,NA,aliens,0,26,"('ENDOFSCREEN', 'avatar')",483
DDQN,NA,NA,aliens,0,26,"('alienBlue', 'bomb')",123
DDQN,NA,NA,aliens,0,26,"('base', 'bomb')",31
DDQN,NA,NA,aliens,0,26,"('ENDOFSCREEN', 'bomb')",60
DDQN,NA,NA,aliens,0,26,"('ENDOFSCREEN', 'alienBlue')",72
DDQN,NA,NA,aliens,0,26,"('alienBlue', 'sam')",19
DDQN,NA,NA,aliens,0,26,"('alienBlue', 'base')",6
DDQN,NA,NA,aliens,0,26,"('alienBlue', 'avatar')",1
DDQN,NA,NA,aliens,0,27,"('alienBlue', 'portalSlow')",157
DDQN,NA,NA,aliens,0,27,"('avatar', 'sam')",36
DDQN,NA,NA,aliens,0,27,"('ENDOFSCREEN', 'avatar')",216
DDQN,NA,NA,aliens,0,27,"('ENDOFSCREEN', 'sam')",36
DDQN,NA,NA,aliens,0,27,"('alienBlue', 'bomb')",104
DDQN,NA,NA,aliens,0,27,"('base', 'bomb')",36
DDQN,NA,NA,aliens,0,27,"('ENDOFSCREEN', 'alienBlue')",54
DDQN,NA,NA,aliens,0,27,"('ENDOFSCREEN', 'bomb')",35
DDQN,NA,NA,aliens,0,27,"('alienBlue', 'sam')",12
DDQN,NA,NA,aliens,0,27,"('alienBlue', 'base')",6
DDQN,NA,NA,aliens,0,27,"('avatar', 'bomb')",1
DDQN,NA,NA,aliens,0,28,"('alienBlue', 'portalSlow')",157
DDQN,NA,NA,aliens,0,28,"('avatar', 'sam')",23
DDQN,NA,NA,aliens,0,28,"('alienBlue', 'bomb')",59
DDQN,NA,NA,aliens,0,28,"('base', 'bomb')",19
DDQN,NA,NA,aliens,0,28,"('ENDOFSCREEN', 'sam')",20
DDQN,NA,NA,aliens,0,28,"('base', 'sam')",2
DDQN,NA,NA,aliens,0,28,"('ENDOFSCREEN', 'avatar')",80
DDQN,NA,NA,aliens,0,28,"('ENDOFSCREEN', 'alienBlue')",31
DDQN,NA,NA,aliens,0,28,"('alienBlue', 'sam')",2
DDQN,NA,NA,aliens,0,28,"('ENDOFSCREEN', 'bomb')",20
DDQN,NA,NA,aliens,0,28,"('alienBlue', 'base')",3
DDQN,NA,NA,aliens,0,28,"('avatar', 'bomb')",1
DDQN,NA,NA,aliens,0,29,"('alienBlue', 'portalSlow')",136
DDQN,NA,NA,aliens,0,29,"('avatar', 'sam')",17
DDQN,NA,NA,aliens,0,29,"('base', 'sam')",1
DDQN,NA,NA,aliens,0,29,"('ENDOFSCREEN', 'avatar')",68
DDQN,NA,NA,aliens,0,29,"('ENDOFSCREEN', 'sam')",15
DDQN,NA,NA,aliens,0,29,"('alienBlue', 'bomb')",51
DDQN,NA,NA,aliens,0,29,"('base', 'bomb')",25
DDQN,NA,NA,aliens,0,29,"('ENDOFSCREEN', 'alienBlue')",21
DDQN,NA,NA,aliens,0,29,"('ENDOFSCREEN', 'bomb')",8
DDQN,NA,NA,aliens,0,29,"('alienBlue', 'sam')",4
DDQN,NA,NA,aliens,0,29,"('alienBlue', 'base')",2
DDQN,NA,NA,aliens,0,29,"('bomb', 'sam')",3
DDQN,NA,NA,aliens,0,29,"('avatar', 'bomb')",1
DDQN,NA,NA,aliens,0,30,"('alienBlue', 'portalSlow')",143
DDQN,NA,NA,aliens,0,30,"('avatar', 'sam')",29
DDQN,NA,NA,aliens,0,30,"('ENDOFSCREEN', 'avatar')",136
DDQN,NA,NA,aliens,0,30,"('ENDOFSCREEN', 'sam')",28
DDQN,NA,NA,aliens,0,30,"('alienBlue', 'bomb')",70
DDQN,NA,NA,aliens,0,30,"('base', 'bomb')",28
DDQN,NA,NA,aliens,0,30,"('ENDOFSCREEN', 'alienBlue')",42
DDQN,NA,NA,aliens,0,30,"('ENDOFSCREEN', 'bomb')",26
DDQN,NA,NA,aliens,0,30,"('alienBlue', 'sam')",7
DDQN,NA,NA,aliens,0,30,"('alienBlue', 'base')",6
DDQN,NA,NA,aliens,0,30,"('bomb', 'sam')",1
DDQN,NA,NA,aliens,0,30,"('avatar', 'bomb')",1
DDQN,NA,NA,aliens,0,31,"('alienBlue', 'portalSlow')",150
